patient_index,mean_pairwise_cosine,pair_cosines
285,-0.05070376,"{""0-1"": -0.11733593046665192, ""0-2"": -0.02167845144867897, ""1-2"": -0.013096898794174194}"
286,0.00000000,{}
287,0.00000000,{}
288,0.98992115,"{""0-1"": 0.9899211525917053}"
289,0.05435961,"{""0-1"": 0.010445903055369854, ""0-2"": 0.09041006863117218, ""1-2"": 0.06222284957766533}"
290,0.24692363,"{""0-1"": 0.19934453070163727, ""0-2"": 0.5805329084396362, ""1-2"": -0.03910653665661812}"
291,-0.03500817,"{""0-1"": -0.07336639612913132, ""0-2"": -0.03302230313420296, ""1-2"": 0.0013641887344419956}"
292,0.06269034,"{""0-1"": 0.0097430981695652, ""0-2"": 0.0695500299334526, ""1-2"": 0.10877788811922073}"
293,0.00431409,"{""0-1"": -0.03917551040649414, ""0-2"": 0.05695206671953201, ""1-2"": -0.004834272433072329}"
294,0.36944949,"{""0-1"": 0.9969265460968018, ""0-2"": 0.06137795373797417, ""1-2"": 0.05004396662116051}"
295,-0.00068136,"{""0-1"": -0.024175958707928658, ""0-2"": -0.013539065606892109, ""1-2"": 0.0356709361076355}"
296,0.00325688,"{""0-1"": 0.06473559886217117, ""0-2"": 0.017050612717866898, ""1-2"": -0.07201558351516724}"
297,-0.00706274,"{""0-1"": -0.03619896247982979, ""0-2"": -0.019570009782910347, ""1-2"": 0.03458075225353241}"
298,0.01763547,"{""0-1"": 0.017635468393564224}"
299,-0.01448303,"{""0-1"": -0.014483029954135418}"
300,0.02495146,"{""0-1"": 0.09245746582746506, ""0-2"": -0.02964726835489273, ""1-2"": 0.012044191360473633}"
301,0.04398977,"{""0-1"": 0.052437588572502136, ""0-2"": 0.056025248020887375, ""1-2"": 0.023506468161940575}"
302,0.38747582,"{""0-1"": 0.3874758183956146}"
303,0.00000000,{}
304,0.17815386,"{""0-1"": 0.16319701075553894, ""0-2"": 0.1789291352033615, ""1-2"": 0.19233544170856476}"
305,0.02229778,"{""0-1"": 0.015480183996260166, ""0-2"": 0.028423232957720757, ""1-2"": 0.022989921271800995}"
306,0.99007082,"{""0-1"": 0.9900708198547363}"
307,0.37885025,"{""0-1"": 0.9991989135742188, ""0-2"": 0.06915050745010376, ""1-2"": 0.06820133328437805}"
308,0.09538584,"{""0-1"": 0.2373632937669754, ""0-2"": -0.058896150439977646, ""1-2"": 0.10769037902355194}"
309,0.19979865,"{""0-1"": -0.09848955273628235, ""0-2"": 0.059774793684482574, ""1-2"": 0.6381106972694397}"
310,0.38507214,"{""0-1"": 0.1033458262681961, ""0-2"": 0.9733532667160034, ""1-2"": 0.07851732522249222}"
311,0.02757060,"{""0-1"": 0.07793331891298294, ""0-2"": 0.013431570492684841, ""1-2"": -0.008653097786009312}"
312,0.11853991,"{""0-1"": 0.12164290249347687, ""0-2"": 0.06853315979242325, ""1-2"": 0.16544367372989655}"
313,-0.01210496,"{""0-1"": 0.07372847944498062, ""0-2"": -0.00279172882437706, ""1-2"": -0.10725162923336029}"
314,0.45829825,"{""0-1"": 0.4995967149734497, ""0-2"": 0.7047299742698669, ""1-2"": 0.17056804895401}"
315,0.00000000,{}
316,0.05340320,"{""0-1"": 0.02836264856159687, ""0-2"": 0.1031886488199234, ""1-2"": 0.028658295050263405}"
317,0.13122053,"{""0-1"": 0.31838172674179077, ""0-2"": -0.07816708087921143, ""1-2"": 0.1534469574689865}"
318,-0.00990191,"{""0-1"": -0.02426222711801529, ""0-2"": -0.035575173795223236, ""1-2"": 0.03013167902827263}"
319,0.29258418,"{""0-1"": 0.2925841808319092}"
320,0.00710238,"{""0-1"": -0.09281895309686661, ""0-2"": 0.06602153182029724, ""1-2"": 0.04810456186532974}"
321,0.04065311,"{""0-1"": 0.047649551182985306, ""0-2"": 0.05779523029923439, ""1-2"": 0.01651456020772457}"
322,0.00000000,{}
323,-0.02476647,"{""0-1"": -0.048967815935611725, ""0-2"": 0.04110831394791603, ""1-2"": -0.0664399042725563}"
324,0.99289566,"{""0-1"": 0.9928956627845764}"
325,0.99998999,"{""0-1"": 0.9999899864196777}"
326,0.06789474,"{""0-1"": -0.10081856697797775, ""0-2"": -0.07275683432817459, ""1-2"": 0.37725961208343506}"
327,0.06239046,"{""0-1"": 0.022391995415091515, ""0-2"": -0.010081573389470577, ""1-2"": 0.17486095428466797}"
328,0.06712886,"{""0-1"": -0.04173317551612854, ""0-2"": 0.24053557217121124, ""1-2"": 0.002584193367511034}"
329,0.00037569,"{""0-1"": 0.00037569133564829826}"
330,-0.02628874,"{""0-1"": -0.02628873661160469}"
331,0.11284226,"{""0-1"": 0.2046264261007309, ""0-2"": 0.0011009721783921123, ""1-2"": 0.13279937207698822}"
332,0.37300714,"{""0-1"": 0.9973853826522827, ""0-2"": 0.0618833564221859, ""1-2"": 0.0597526915371418}"
333,0.16553224,"{""0-1"": 0.3735513985157013, ""0-2"": 0.05809324234724045, ""1-2"": 0.0649520680308342}"
334,0.23351946,"{""0-1"": 0.23351946473121643}"
335,0.00000000,{}
336,1.00000024,"{""0-1"": 1.000000238418579}"
337,-0.06388963,"{""0-1"": -0.057861022651195526, ""0-2"": -0.21316631138324738, ""1-2"": 0.07935845851898193}"
338,0.24794975,"{""0-1"": 0.2479497492313385}"
339,-0.10353000,"{""0-1"": -0.10353000462055206}"
340,-0.02881608,"{""0-1"": -0.02881607785820961}"
341,-0.00242234,"{""0-1"": -0.13393841683864594, ""0-2"": 0.10006769746541977, ""1-2"": 0.02660369873046875}"
342,-0.02812693,"{""0-1"": -0.02979910373687744, ""0-2"": -0.08291012793779373, ""1-2"": 0.0283284280449152}"
343,0.12823491,"{""0-1"": 0.14706699550151825, ""0-2"": 0.25334376096725464, ""1-2"": -0.015706028789281845}"
344,0.13535856,"{""0-1"": 0.1353585571050644}"
345,0.12544497,"{""0-1"": 0.48834723234176636, ""0-2"": -0.09102854877710342, ""1-2"": -0.020983785390853882}"
346,-0.10284971,"{""0-1"": -0.10284971445798874}"
347,0.12994900,"{""0-1"": 0.12994900345802307}"
348,-0.16959193,"{""0-1"": -0.16959193348884583}"
349,-0.02213737,"{""0-1"": -0.022137371823191643}"
350,-0.00775695,"{""0-1"": -0.05969825014472008, ""0-2"": -0.008503105491399765, ""1-2"": 0.04493049532175064}"
351,0.19396579,"{""0-1"": 0.19396579265594482}"
352,-0.01693263,"{""0-1"": 0.09216964244842529, ""0-2"": -0.057099051773548126, ""1-2"": -0.08586849272251129}"
353,0.32345840,"{""0-1"": 0.06981483846902847, ""0-2"": 0.027172137051820755, ""1-2"": 0.8733882308006287}"
354,0.99998999,"{""0-1"": 0.9999899864196777}"
355,0.00000000,{}
356,-0.04093146,"{""0-1"": -0.18499161303043365, ""0-2"": 0.09160139411687851, ""1-2"": -0.029404161497950554}"
357,0.79527724,"{""0-1"": 0.7952772378921509}"
358,0.46127412,"{""0-1"": 0.461274117231369}"
359,0.48319513,"{""0-1"": 0.48319512605667114}"
360,0.01527308,"{""0-1"": 0.015273076482117176}"
361,0.57779783,"{""0-1"": 0.5777978301048279}"
362,0.37509539,"{""0-1"": 0.9967834949493408, ""0-2"": 0.07038509100675583, ""1-2"": 0.058117590844631195}"
363,-0.06325378,"{""0-1"": -0.14386285841464996, ""0-2"": -0.039177604019641876, ""1-2"": -0.006720869801938534}"
364,0.75833321,"{""0-1"": 0.7583332061767578}"
365,-0.02231074,"{""0-1"": -0.015453093685209751, ""0-2"": 0.08251020312309265, ""1-2"": -0.1339893341064453}"
366,0.06808900,"{""0-1"": 0.04531684145331383, ""0-2"": 0.23981322348117828, ""1-2"": -0.08086305856704712}"
367,0.98990077,"{""0-1"": 0.9899007678031921}"
368,-0.04750573,"{""0-1"": -0.09069906175136566, ""0-2"": -0.03631960228085518, ""1-2"": -0.015498530119657516}"
369,0.07672981,"{""0-1"": 0.1190854161977768, ""0-2"": 0.07793138176202774, ""1-2"": 0.033172640949487686}"
370,-0.00612875,"{""0-1"": -0.07495399564504623, ""0-2"": 0.07738067209720612, ""1-2"": -0.02081291377544403}"
371,0.25120926,"{""0-1"": 0.2512092590332031}"
372,0.24879972,"{""0-1"": 0.8162344098091125, ""0-2"": -0.02009001560509205, ""1-2"": -0.04974524676799774}"
373,0.21511194,"{""0-1"": -0.1394907534122467, ""0-2"": -0.03114170953631401, ""1-2"": 0.8159682750701904}"
374,0.96316534,"{""0-1"": 0.9631653428077698}"
375,0.31005203,"{""0-1"": -0.041986722499132156, ""0-2"": 0.024357032030820847, ""1-2"": 0.9477857947349548}"
376,0.05279262,"{""0-1"": 0.08834811300039291, ""0-2"": 0.048004209995269775, ""1-2"": 0.02202552556991577}"
377,0.04284542,"{""0-1"": -0.04164326936006546, ""0-2"": 0.1835062950849533, ""1-2"": -0.013326762244105339}"
378,0.75850934,"{""0-1"": 0.7585093379020691}"
379,0.02240928,"{""0-1"": -0.04285675659775734, ""0-2"": 0.012150845490396023, ""1-2"": 0.09793373942375183}"
380,-0.00138304,"{""0-1"": -0.02306264452636242, ""0-2"": 0.039638374000787735, ""1-2"": -0.020724862813949585}"
381,0.26026819,"{""0-1"": -0.07175355404615402, ""0-2"": 0.04651981219649315, ""1-2"": 0.8060383200645447}"
382,0.08083769,"{""0-1"": 0.0808376893401146}"
383,-0.03251021,"{""0-1"": -0.02638833038508892, ""0-2"": -0.02339613065123558, ""1-2"": -0.04774617403745651}"
384,0.48319513,"{""0-1"": 0.48319512605667114}"
385,0.19883826,"{""0-1"": -0.12644003331661224, ""0-2"": 0.12314695119857788, ""1-2"": 0.599807858467102}"
386,-0.05609248,"{""0-1"": -0.08289866894483566, ""0-2"": -0.0061233690939843655, ""1-2"": -0.07925540208816528}"
387,0.12365737,"{""0-1"": 0.27594947814941406, ""0-2"": -0.07549966871738434, ""1-2"": 0.1705223023891449}"
388,0.00984450,"{""0-1"": 0.09413401782512665, ""0-2"": -0.08893779665231705, ""1-2"": 0.024337265640497208}"
389,0.29853111,"{""0-1"": -0.02857574261724949, ""0-2"": 0.0340837799012661, ""1-2"": 0.8900852799415588}"
390,-0.04867267,"{""0-1"": 0.05377793312072754, ""0-2"": -0.14177735149860382, ""1-2"": -0.05801858380436897}"
391,0.54691839,"{""0-1"": 0.5469183921813965}"
392,0.05268385,"{""0-1"": 0.07697292417287827, ""0-2"": 0.06633475422859192, ""1-2"": 0.014743870124220848}"
393,-0.02772671,"{""0-1"": -0.02998165972530842, ""0-2"": 0.05617509409785271, ""1-2"": -0.10937356948852539}"
394,0.04227903,"{""0-1"": 0.026283426210284233, ""0-2"": -0.04584162309765816, ""1-2"": 0.14639528095722198}"
395,0.06576910,"{""0-1"": 0.38072261214256287, ""0-2"": -0.13823066651821136, ""1-2"": -0.045184653252363205}"
396,0.30290294,"{""0-1"": 0.3029029369354248}"
397,0.10109708,"{""0-1"": 0.10109708458185196}"
398,0.48988617,"{""0-1"": 0.9381530284881592, ""0-2"": 0.23018503189086914, ""1-2"": 0.30132046341896057}"
399,0.00546978,"{""0-1"": -0.05571148544549942, ""0-2"": 0.05056636780500412, ""1-2"": 0.02155444771051407}"
400,0.17010532,"{""0-1"": -0.07438475638628006, ""0-2"": 0.4339473247528076, ""1-2"": 0.15075337886810303}"
401,0.18428491,"{""0-1"": 0.18428491055965424}"
402,0.00000000,{}
403,-0.03003246,"{""0-1"": -0.010172294452786446, ""0-2"": 0.012280789203941822, ""1-2"": -0.09220586717128754}"
404,0.10994210,"{""0-1"": 0.1640259474515915, ""0-2"": 0.06240175664424896, ""1-2"": 0.10339859873056412}"
405,0.06510654,"{""0-1"": 0.06510654091835022}"
406,0.02149291,"{""0-1"": -0.11474323272705078, ""0-2"": 0.09326206892728806, ""1-2"": 0.08595988899469376}"
407,0.53058582,"{""0-1"": 0.7408240437507629, ""0-2"": 0.49944621324539185, ""1-2"": 0.3514871895313263}"
408,0.12318954,"{""0-1"": -0.012882208451628685, ""0-2"": 0.26726096868515015, ""1-2"": 0.11518986523151398}"
409,-0.00155061,"{""0-1"": -0.001550614950247109}"
410,0.99999988,"{""0-1"": 0.9999998807907104}"
411,0.10681238,"{""0-1"": -0.00014561493298970163, ""0-2"": 0.31631582975387573, ""1-2"": 0.0042669204995036125}"
412,0.00000000,{}
413,0.99289566,"{""0-1"": 0.9928956627845764}"
414,0.54584366,"{""0-1"": 0.5458436608314514}"
415,0.08187780,"{""0-1"": 0.13871757686138153, ""0-2"": 0.11669325828552246, ""1-2"": -0.009777430444955826}"
416,0.13079150,"{""0-1"": 0.13079150021076202}"
417,-0.00895113,"{""0-1"": -0.07216497510671616, ""0-2"": 0.0018407913157716393, ""1-2"": 0.04347078874707222}"
418,0.10281247,"{""0-1"": 0.28332430124282837, ""0-2"": -0.11453516781330109, ""1-2"": 0.13964828848838806}"
419,0.95481086,"{""0-1"": 0.9548108577728271}"
420,0.00000000,{}
421,0.30402580,"{""0-1"": 0.304025799036026}"
422,-0.01026330,"{""0-1"": -0.010263302363455296}"
423,-0.04921305,"{""0-1"": -0.08920680731534958, ""0-2"": -0.07231360673904419, ""1-2"": 0.013881276361644268}"
424,0.00549978,"{""0-1"": 0.010336221195757389, ""0-2"": -0.0015497488202527165, ""1-2"": 0.007712881080806255}"
425,0.99998999,"{""0-1"": 0.9999899864196777}"
426,0.07962838,"{""0-1"": 0.39437389373779297, ""0-2"": -0.03218783810734749, ""1-2"": -0.12330090999603271}"
427,0.18721728,"{""0-1"": -0.10002724826335907, ""0-2"": -0.11321437358856201, ""1-2"": 0.7748934626579285}"
428,0.10788075,"{""0-1"": 0.2125196009874344, ""0-2"": 0.03660455718636513, ""1-2"": 0.07451807707548141}"
429,-0.04412316,"{""0-1"": -0.024932799860835075, ""0-2"": 0.0032360500190407038, ""1-2"": -0.11067274212837219}"
430,0.23452894,"{""0-1"": 0.23452894389629364}"
431,0.01482552,"{""0-1"": 0.014825515449047089}"
432,0.26018077,"{""0-1"": 0.2601807713508606}"
433,0.38685854,"{""0-1"": 0.9509537220001221, ""0-2"": 0.25127023458480835, ""1-2"": -0.04164832830429077}"
434,0.00000000,{}
435,0.09809346,"{""0-1"": 0.16136452555656433, ""0-2"": -0.08668632805347443, ""1-2"": 0.21960216760635376}"
436,-0.00811037,"{""0-1"": -0.009005464613437653, ""0-2"": -0.02705521509051323, ""1-2"": 0.011729583144187927}"
437,0.99504900,"{""0-1"": 0.995048999786377}"
438,-0.01101667,"{""0-1"": 0.06486799567937851, ""0-2"": -0.05823098123073578, ""1-2"": -0.03968701884150505}"
439,-0.01632778,"{""0-1"": -0.01632777787744999}"
440,0.37691978,"{""0-1"": 0.9988043904304504, ""0-2"": 0.0657011941075325, ""1-2"": 0.06625375151634216}"
441,0.95052969,"{""0-1"": 0.9505296945571899}"
442,0.04087302,"{""0-1"": -0.022788075730204582, ""0-2"": 0.04518399387598038, ""1-2"": 0.10022315382957458}"
443,0.35132951,"{""0-1"": 0.44461995363235474, ""0-2"": 0.23968149721622467, ""1-2"": 0.3696870803833008}"
444,0.13683428,"{""0-1"": 0.1368342787027359}"
445,0.05843407,"{""0-1"": 0.05843406915664673}"
446,-0.04085593,"{""0-1"": -0.040855925530195236}"
447,0.00000000,{}
448,0.10978110,"{""0-1"": 0.10978110134601593}"
449,0.23351946,"{""0-1"": 0.23351946473121643}"
450,0.18773459,"{""0-1"": 0.527478814125061, ""0-2"": -0.10112231224775314, ""1-2"": 0.13684725761413574}"
451,-0.00609242,"{""0-1"": 0.013834353536367416, ""0-2"": -0.043632153421640396, ""1-2"": 0.01152053289115429}"
452,0.34146178,"{""0-1"": 0.34146177768707275}"
453,0.74151272,"{""0-1"": 0.7415127158164978}"
454,0.01088915,"{""0-1"": -0.01053133700042963, ""0-2"": 0.010631301440298557, ""1-2"": 0.032567478716373444}"
455,0.10631340,"{""0-1"": 0.10631339997053146}"
456,0.14849136,"{""0-1"": 0.027832401916384697, ""0-2"": 0.09758374094963074, ""1-2"": 0.3200579285621643}"
457,-0.01793381,"{""0-1"": -0.0697443038225174, ""0-2"": -0.01641853153705597, ""1-2"": 0.03236139565706253}"
458,0.00000000,{}
459,-0.03815438,"{""0-1"": 0.011659960262477398, ""0-2"": -0.11245658993721008, ""1-2"": -0.013666501268744469}"
460,0.57766694,"{""0-1"": 0.5776669383049011}"
461,0.01418121,"{""0-1"": 0.05755361542105675, ""0-2"": 0.019075367599725723, ""1-2"": -0.034085363149642944}"
462,0.06376180,"{""0-1"": 0.02151460386812687, ""0-2"": 0.11836555600166321, ""1-2"": 0.051405251026153564}"
463,0.01230273,"{""0-1"": 0.013140713796019554, ""0-2"": 0.002098634373396635, ""1-2"": 0.021668842062354088}"
464,-0.01716160,"{""0-1"": 0.07029278576374054, ""0-2"": -0.0347566194832325, ""1-2"": -0.08702097833156586}"
465,0.02546329,"{""0-1"": 0.0667414590716362, ""0-2"": 0.02410126104950905, ""1-2"": -0.014452862553298473}"
466,0.26143522,"{""0-1"": 0.6409797072410583, ""0-2"": -0.01698899455368519, ""1-2"": 0.16031496226787567}"
467,-0.05820416,"{""0-1"": -0.11484473198652267, ""0-2"": -0.10925918817520142, ""1-2"": 0.04949142783880234}"
468,0.01167870,"{""0-1"": -0.02661115676164627, ""0-2"": 0.010419287718832493, ""1-2"": 0.051227979362010956}"
469,-0.02157392,"{""0-1"": -0.02157391794025898}"
470,0.03150893,"{""0-1"": -0.07620161026716232, ""0-2"": 0.08585024625062943, ""1-2"": 0.08487814664840698}"
471,0.08048278,"{""0-1"": 0.08048278093338013}"
472,0.05340320,"{""0-1"": 0.02836264856159687, ""0-2"": 0.1031886488199234, ""1-2"": 0.028658295050263405}"
473,1.00000000,"{""0-1"": 1.0}"
474,0.04409699,"{""0-1"": 0.005518777761608362, ""0-2"": 0.015393922105431557, ""1-2"": 0.1113782599568367}"
475,0.34025702,"{""0-1"": 0.34025701880455017}"
476,0.65881542,"{""0-1"": 0.4891706705093384, ""0-2"": 0.4912700653076172, ""1-2"": 0.9960055351257324}"
477,0.30521664,"{""0-1"": -3.449669384281151e-05, ""0-2"": 0.8644580841064453, ""1-2"": 0.05122632905840874}"
478,0.02724863,"{""0-1"": 0.10159782320261002, ""0-2"": -0.076620914041996, ""1-2"": 0.05676897615194321}"
479,0.00000000,{}
480,0.40744701,"{""0-1"": 0.4074470102787018}"
481,0.04089239,"{""0-1"": 0.23664900660514832, ""0-2"": -0.07398220896720886, ""1-2"": -0.03998963534832001}"
482,0.99999988,"{""0-1"": 0.9999998807907104}"
483,0.31109649,"{""0-1"": 0.8493347764015198, ""0-2"": 0.04423636570572853, ""1-2"": 0.03971831500530243}"
484,0.03102110,"{""0-1"": -0.05345902964472771, ""0-2"": 0.06586703658103943, ""1-2"": 0.0806552991271019}"
485,0.26143522,"{""0-1"": 0.6409797072410583, ""0-2"": -0.01698899455368519, ""1-2"": 0.16031496226787567}"
486,0.04992171,"{""0-1"": 0.14458192884922028, ""0-2"": -0.018347663804888725, ""1-2"": 0.023530857637524605}"
487,-0.06686642,"{""0-1"": -0.1394602209329605, ""0-2"": -0.03830242529511452, ""1-2"": -0.022836606949567795}"
488,0.80835181,"{""0-1"": 0.8083518147468567}"
489,0.02724863,"{""0-1"": 0.10159782320261002, ""0-2"": -0.076620914041996, ""1-2"": 0.05676897615194321}"
490,0.08562026,"{""0-1"": 0.17930422723293304, ""0-2"": 0.06225455179810524, ""1-2"": 0.015301994048058987}"
491,0.00474322,"{""0-1"": 0.018323196098208427, ""0-2"": -0.05301665514707565, ""1-2"": 0.048923105001449585}"
492,0.00000000,{}
493,-0.03898667,"{""0-1"": -0.03898667171597481}"
494,0.45352290,"{""0-1"": 0.2938631474971771, ""0-2"": 0.24714727699756622, ""1-2"": 0.8195582628250122}"
495,0.02724863,"{""0-1"": 0.10159782320261002, ""0-2"": -0.076620914041996, ""1-2"": 0.05676897615194321}"
496,0.03224966,"{""0-1"": 0.022171519696712494, ""0-2"": 0.032384391874074936, ""1-2"": 0.042193055152893066}"
497,0.07868747,"{""0-1"": -0.05245219171047211, ""0-2"": 0.10121400654315948, ""1-2"": 0.18730060756206512}"
498,0.11095316,"{""0-1"": 0.23407453298568726, ""0-2"": 0.0374486967921257, ""1-2"": 0.061336252838373184}"
499,0.26948592,"{""0-1"": 0.7209533452987671, ""0-2"": 0.020786968991160393, ""1-2"": 0.06671744585037231}"
500,0.05064292,"{""0-1"": -0.024834614247083664, ""0-2"": 0.09228706359863281, ""1-2"": 0.08447630703449249}"
501,0.20913824,"{""0-1"": 0.675217866897583, ""0-2"": -0.019378114491701126, ""1-2"": -0.028425035998225212}"
502,0.11894165,"{""0-1"": 0.21534837782382965, ""0-2"": 0.095017209649086, ""1-2"": 0.04645936191082001}"
503,-0.07771640,"{""0-1"": -0.33057916164398193, ""0-2"": -0.0010029033292084932, ""1-2"": 0.09843286126852036}"
504,-0.04859749,"{""0-1"": -0.05882955342531204, ""0-2"": -0.012512129731476307, ""1-2"": -0.0744507759809494}"
505,0.19488356,"{""0-1"": 0.760540783405304, ""0-2"": -0.1104925349354744, ""1-2"": -0.06539756804704666}"
506,0.06449973,"{""0-1"": 0.06449972838163376}"
507,0.02724863,"{""0-1"": 0.10159782320261002, ""0-2"": -0.076620914041996, ""1-2"": 0.05676897615194321}"
508,0.19396579,"{""0-1"": 0.19396579265594482}"
509,-0.06616745,"{""0-1"": -0.20314699411392212, ""0-2"": -0.08611946552991867, ""1-2"": 0.090764120221138}"
510,0.07132136,"{""0-1"": -0.026083432137966156, ""0-2"": 0.22179275751113892, ""1-2"": 0.018254760652780533}"
511,0.10866941,"{""0-1"": 0.02515272982418537, ""0-2"": 0.05385448783636093, ""1-2"": 0.2470010221004486}"
512,1.00000012,"{""0-1"": 1.0000001192092896}"
513,-0.04403494,"{""0-1"": -0.17014266550540924, ""0-2"": -0.09338535368442535, ""1-2"": 0.1314231902360916}"
514,0.19504264,"{""0-1"": -0.06028180941939354, ""0-2"": 0.5336384773254395, ""1-2"": 0.11177124828100204}"
515,-0.01796105,"{""0-1"": 0.04012870416045189, ""0-2"": -0.042537618428468704, ""1-2"": -0.051474232226610184}"
516,-0.04119243,"{""0-1"": 0.01320449449121952, ""0-2"": -0.20938128232955933, ""1-2"": 0.07259950041770935}"
517,0.34915372,"{""0-1"": 0.9750686883926392, ""0-2"": 0.1208237037062645, ""1-2"": -0.048431217670440674}"
518,0.41218394,"{""0-1"": 0.8897848129272461, ""0-2"": 0.388807475566864, ""1-2"": -0.04204047843813896}"
519,0.00000000,{}
520,-0.00035247,"{""0-1"": -0.010677511803805828, ""0-2"": 0.03426595777273178, ""1-2"": -0.0246458537876606}"
521,0.08347683,"{""0-1"": 0.08347682654857635}"
522,0.17645261,"{""0-1"": 0.2876042425632477, ""0-2"": 0.008409406058490276, ""1-2"": 0.2333441823720932}"
523,0.37885025,"{""0-1"": 0.9991989135742188, ""0-2"": 0.06915050745010376, ""1-2"": 0.06820133328437805}"
524,0.05812308,"{""0-1"": 0.05812307819724083}"
525,0.37700833,"{""0-1"": 0.9973553419113159, ""0-2"": 0.06847585737705231, ""1-2"": 0.0651937946677208}"
526,0.17047302,"{""0-1"": 0.17047302424907684}"
527,0.01634789,"{""0-1"": -0.002823291113600135, ""0-2"": 0.018804479390382767, ""1-2"": 0.03306247293949127}"
